date,flight_id,origin,destination,scheduled_minutes,departure_delay_min,arrival_delay_min,cancelled,delay_cause,passengers,load_factor,route
2026-07-09,LH1129,BER,AMS,153,23.0,23.0,False,Late inbound,123,0.894,BER-AMS
2026-07-09,LH1243,ZRH,VIE,96,27.0,14.0,False,No delay,101,0.839,ZRH-VIE
2026-07-09,LH1340,DUS,VIE,97,10.0,14.0,False,No delay,154,0.843,DUS-VIE
2026-07-09,LH1457,MUC,VIE,145,0.0,0.0,False,No delay,117,0.886,MUC-VIE
2026-07-09,LH1474,AMS,MUC,141,0.0,0.0,False,No delay,219,0.708,AMS-MUC
2026-07-09,LH1568,ZRH,MUC,206,0.0,0.0,False,No delay,167,0.939,ZRH-MUC
2026-07-09,LH1599,ZRH,VIE,122,22.0,27.0,False,No delay,73,0.67,ZRH-VIE
2026-07-09,LH1615,AMS,HAM,194,2.0,4.0,False,No delay,180,0.76,AMS-HAM
2026-07-09,LH1672,VIE,HAM,166,0.0,11.0,False,No delay,179,0.88,VIE-HAM
2026-07-09,LH1742,HAM,AMS,130,6.0,0.0,False,No delay,89,0.722,HAM-AMS
2026-07-09,LH1781,FRA,HAM,69,3.0,7.0,False,No delay,166,0.815,FRA-HAM
2026-07-10,LH1002,MUC,HAM,131,19.0,11.0,False,No delay,114,0.774,MUC-HAM
2026-07-10,LH1107,DUS,MUC,85,24.0,15.0,False,No delay,108,0.898,DUS-MUC
2026-07-10,LH1122,ZRH,FRA,82,23.0,14.0,False,No delay,114,0.79,ZRH-FRA
2026-07-10,LH1155,AMS,HAM,91,,,True,ATC,186,0.977,AMS-HAM
2026-07-10,LH1161,VIE,AMS,102,4.0,9.0,False,No delay,77,0.885,VIE-AMS
2026-07-10,LH1236,VIE,DUS,194,2.0,0.0,False,No delay,149,0.55,VIE-DUS
2026-07-10,LH1254,BER,VIE,205,11.0,10.0,False,No delay,136,0.681,BER-VIE
2026-07-10,LH1310,DUS,BER,189,36.0,44.0,False,No delay,142,0.932,DUS-BER
2026-07-10,LH1315,FRA,MUC,102,0.0,0.0,False,No delay,77,0.921,FRA-MUC
2026-07-10,LH1371,FRA,VIE,198,11.0,12.0,False,No delay,158,0.792,FRA-VIE
2026-07-10,LH1445,AMS,ZRH,154,0.0,11.0,False,No delay,151,0.914,AMS-ZRH
2026-07-10,LH1478,DUS,BER,124,0.0,0.0,False,No delay,97,0.99,DUS-BER
2026-07-10,LH1501,MUC,ZRH,129,26.0,27.0,False,Late inbound,144,0.99,MUC-ZRH
2026-07-10,LH1651,ZRH,AMS,63,0.0,0.0,False,No delay,162,0.732,ZRH-AMS
2026-07-10,LH1729,MUC,DUS,174,39.0,24.0,False,Ground handling,125,0.99,MUC-DUS
2026-07-10,LH1770,ZRH,FRA,63,0.0,1.0,False,No delay,209,0.789,ZRH-FRA
2026-07-10,LH1818,HAM,VIE,88,3.0,4.0,False,No delay,155,0.79,HAM-VIE
2026-07-10,LH1821,VIE,HAM,112,2.0,0.0,False,No delay,183,0.92,VIE-HAM
2026-07-10,LH1823,VIE,AMS,68,24.0,16.0,False,Late inbound,83,0.901,VIE-AMS
2026-07-10,LH1841,VIE,HAM,104,29.0,47.0,False,Ground handling,145,0.832,VIE-HAM
2026-07-11,LH1048,AMS,DUS,62,25.0,23.0,False,Late inbound,124,0.879,AMS-DUS
2026-07-11,LH1059,HAM,VIE,70,32.0,31.0,False,Weather,216,0.824,HAM-VIE
2026-07-11,LH1079,DUS,FRA,156,8.0,0.0,False,No delay,172,0.816,DUS-FRA
2026-07-11,LH1097,BER,ZRH,159,38.0,33.0,False,Weather,212,0.761,BER-ZRH
2026-07-11,LH1121,FRA,DUS,175,2.0,12.0,False,No delay,97,0.717,FRA-DUS
2026-07-11,LH1256,FRA,VIE,203,20.0,19.0,False,Late inbound,121,0.772,FRA-VIE
2026-07-11,LH1282,VIE,BER,122,10.0,18.0,False,Weather,137,0.816,VIE-BER
2026-07-11,LH1311,ZRH,VIE,72,14.0,17.0,False,Late inbound,189,0.888,ZRH-VIE
2026-07-11,LH1415,BER,HAM,93,20.0,20.0,False,ATC,209,0.763,BER-HAM
2026-07-11,LH1549,FRA,DUS,104,5.0,9.0,False,No delay,197,0.693,FRA-DUS
2026-07-11,LH1640,HAM,BER,145,28.0,24.0,False,No delay,209,0.97,HAM-BER
2026-07-11,LH1710,ZRH,MUC,136,10.0,4.0,False,No delay,209,0.783,ZRH-MUC
2026-07-11,LH1735,DUS,AMS,58,51.0,65.0,False,Late inbound,141,0.903,DUS-AMS
2026-07-11,LH1826,AMS,FRA,136,14.0,23.0,False,Late inbound,122,0.787,AMS-FRA
2026-07-11,LH1858,DUS,VIE,64,17.0,17.0,False,ATC,73,0.859,DUS-VIE
2026-07-12,LH1007,MUC,HAM,207,3.0,0.0,False,No delay,211,0.699,MUC-HAM
2026-07-12,LH1074,MUC,HAM,58,58.0,66.0,False,Ground handling,94,0.879,MUC-HAM
2026-07-12,LH1174,HAM,DUS,133,0.0,0.0,False,No delay,118,0.881,HAM-DUS
2026-07-12,LH1183,DUS,ZRH,166,55.0,51.0,False,Late inbound,142,0.93,DUS-ZRH
2026-07-12,LH1190,DUS,AMS,60,20.0,25.0,False,Technical,167,0.879,DUS-AMS
2026-07-12,LH1203,MUC,HAM,198,0.0,0.0,False,No delay,195,0.877,MUC-HAM
2026-07-12,LH1421,BER,MUC,105,0.0,0.0,False,No delay,184,0.886,BER-MUC
2026-07-12,LH1586,MUC,AMS,69,24.0,15.0,False,No delay,91,0.795,MUC-AMS
2026-07-12,LH1614,MUC,BER,119,0.0,0.0,False,No delay,108,0.884,MUC-BER
2026-07-12,LH1635,FRA,DUS,96,12.0,1.0,False,No delay,99,0.847,FRA-DUS
2026-07-12,LH1665,HAM,MUC,144,16.0,16.0,False,Ground handling,163,0.797,HAM-MUC
2026-07-12,LH1787,HAM,BER,177,35.0,33.0,False,No delay,182,0.631,HAM-BER
2026-07-12,LH1812,AMS,MUC,105,33.0,25.0,False,Ground handling,89,0.825,AMS-MUC
2026-07-12,LH1865,AMS,DUS,167,18.0,22.0,False,Ground handling,161,0.747,AMS-DUS
2026-07-12,LH1874,ZRH,AMS,149,33.0,51.0,False,Weather,95,0.748,ZRH-AMS
2026-07-13,LH1042,AMS,ZRH,208,17.0,19.0,False,Late inbound,131,0.922,AMS-ZRH
2026-07-13,LH1085,VIE,MUC,105,0.0,0.0,False,No delay,182,0.769,VIE-MUC
2026-07-13,LH1109,DUS,AMS,194,7.0,2.0,False,No delay,189,0.801,DUS-AMS
2026-07-13,LH1222,BER,VIE,73,9.0,6.0,False,No delay,168,0.956,BER-VIE
2026-07-13,LH1429,BER,AMS,177,0.0,10.0,False,No delay,212,0.809,BER-AMS
2026-07-13,LH1540,ZRH,HAM,113,26.0,17.0,False,Technical,111,0.785,ZRH-HAM
2026-07-13,LH1891,AMS,DUS,145,9.0,2.0,False,No delay,100,0.89,AMS-DUS
2026-07-14,LH1014,DUS,AMS,134,0.0,6.0,False,No delay,143,0.932,DUS-AMS
2026-07-14,LH1173,DUS,BER,60,0.0,0.0,False,No delay,133,0.778,DUS-BER
2026-07-14,LH1176,VIE,AMS,170,28.0,16.0,False,No delay,158,0.743,VIE-AMS
2026-07-14,LH1211,MUC,HAM,163,21.0,14.0,False,No delay,203,0.891,MUC-HAM
2026-07-14,LH1224,ZRH,FRA,201,13.0,11.0,False,No delay,127,0.809,ZRH-FRA
2026-07-14,LH1235,FRA,ZRH,171,0.0,0.0,False,No delay,179,0.872,FRA-ZRH
2026-07-14,LH1316,DUS,AMS,56,,,True,Technical,70,0.874,DUS-AMS
2026-07-14,LH1317,VIE,DUS,132,34.0,32.0,False,Ground handling,123,0.853,VIE-DUS
2026-07-14,LH1394,AMS,VIE,197,16.0,12.0,False,No delay,119,0.982,AMS-VIE
2026-07-14,LH1460,FRA,DUS,192,0.0,0.0,False,No delay,83,0.926,FRA-DUS
2026-07-14,LH1675,BER,HAM,92,35.0,32.0,False,Ground handling,93,0.892,BER-HAM
2026-07-14,LH1680,BER,VIE,105,11.0,12.0,False,No delay,192,0.733,BER-VIE
2026-07-14,LH1696,VIE,ZRH,79,14.0,8.0,False,No delay,213,0.897,VIE-ZRH
2026-07-14,LH1712,VIE,AMS,202,13.0,0.0,False,No delay,166,0.979,VIE-AMS
2026-07-14,LH1726,DUS,HAM,132,15.0,11.0,False,No delay,168,0.75,DUS-HAM
2026-07-14,LH1730,DUS,AMS,153,10.0,0.0,False,No delay,179,0.92,DUS-AMS
2026-07-14,LH1736,MUC,BER,205,25.0,17.0,False,Ground handling,100,0.879,MUC-BER
2026-07-14,LH1759,BER,DUS,145,37.0,32.0,False,Ground handling,169,0.789,BER-DUS
2026-07-14,LH1773,ZRH,HAM,108,19.0,19.0,False,Ground handling,96,0.969,ZRH-HAM
2026-07-14,LH1792,VIE,DUS,119,3.0,1.0,False,No delay,191,0.81,VIE-DUS
2026-07-15,LH1012,HAM,VIE,167,13.0,18.0,False,No delay,103,0.84,HAM-VIE
2026-07-15,LH1058,AMS,DUS,172,18.0,29.0,False,Ground handling,194,0.853,AMS-DUS
2026-07-15,LH1061,HAM,BER,208,11.0,0.0,False,No delay,104,0.981,HAM-BER
2026-07-15,LH1214,MUC,VIE,190,0.0,4.0,False,No delay,98,0.739,MUC-VIE
2026-07-15,LH1359,ZRH,BER,149,0.0,0.0,False,No delay,174,0.871,ZRH-BER
2026-07-15,LH1376,VIE,FRA,114,22.0,28.0,False,ATC,133,0.972,VIE-FRA
2026-07-15,LH1377,ZRH,HAM,155,1.0,0.0,False,No delay,193,0.832,ZRH-HAM
2026-07-15,LH1390,MUC,BER,66,33.0,40.0,False,Ground handling,125,0.717,MUC-BER
2026-07-15,LH1431,VIE,FRA,202,5.0,7.0,False,No delay,187,0.852,VIE-FRA
2026-07-15,LH1462,BER,FRA,147,1.0,0.0,False,No delay,153,0.724,BER-FRA
2026-07-15,LH1470,AMS,BER,201,40.0,32.0,False,Late inbound,71,0.936,AMS-BER
2026-07-15,LH1511,DUS,FRA,122,8.0,0.0,False,No delay,149,0.827,DUS-FRA
2026-07-15,LH1556,AMS,HAM,144,24.0,26.0,False,Technical,182,0.769,AMS-HAM
2026-07-15,LH1602,MUC,VIE,175,0.0,0.0,False,No delay,91,0.815,MUC-VIE
2026-07-15,LH1630,FRA,MUC,183,9.0,4.0,False,No delay,105,0.703,FRA-MUC
2026-07-15,LH1661,BER,MUC,144,0.0,0.0,False,No delay,147,0.744,BER-MUC
2026-07-15,LH1738,MUC,DUS,157,32.0,36.0,False,Late inbound,211,0.823,MUC-DUS
2026-07-15,LH1756,ZRH,FRA,170,17.0,17.0,False,Late inbound,122,0.786,ZRH-FRA
2026-07-15,LH1804,AMS,ZRH,118,15.0,4.0,False,No delay,79,0.829,AMS-ZRH
2026-07-15,LH1877,MUC,AMS,97,45.0,41.0,False,Late inbound,200,0.834,MUC-AMS
2026-07-15,LH1885,MUC,HAM,89,9.0,2.0,False,No delay,83,0.899,MUC-HAM
2026-07-15,LH1894,HAM,AMS,148,56.0,62.0,False,Technical,96,0.738,HAM-AMS
2026-07-16,LH1013,AMS,HAM,180,0.0,0.0,False,No delay,129,0.859,AMS-HAM
2026-07-16,LH1041,HAM,FRA,173,4.0,12.0,False,No delay,192,0.753,HAM-FRA
2026-07-16,LH1050,FRA,BER,177,34.0,38.0,False,ATC,219,0.734,FRA-BER
2026-07-16,LH1127,BER,MUC,57,10.0,0.0,False,No delay,119,0.905,BER-MUC
2026-07-16,LH1206,MUC,HAM,79,22.0,23.0,False,Ground handling,195,0.783,MUC-HAM
2026-07-16,LH1233,ZRH,VIE,151,49.0,52.0,False,No delay,119,0.801,ZRH-VIE
2026-07-16,LH1246,DUS,HAM,122,26.0,28.0,False,ATC,88,0.932,DUS-HAM
2026-07-16,LH1422,DUS,FRA,76,0.0,1.0,False,No delay,213,0.911,DUS-FRA
2026-07-16,LH1488,AMS,BER,98,18.0,29.0,False,No delay,165,0.933,AMS-BER
2026-07-16,LH1492,AMS,MUC,74,29.0,33.0,False,No delay,129,0.835,AMS-MUC
2026-07-16,LH1656,AMS,ZRH,167,0.0,12.0,False,No delay,118,0.797,AMS-ZRH
2026-07-16,LH1713,VIE,ZRH,160,16.0,18.0,False,Late inbound,208,0.865,VIE-ZRH
2026-07-16,LH1741,FRA,AMS,104,0.0,0.0,False,No delay,81,0.911,FRA-AMS
2026-07-17,LH1001,FRA,HAM,198,8.0,12.0,False,No delay,126,0.71,FRA-HAM
2026-07-17,LH1024,MUC,ZRH,96,23.0,12.0,False,No delay,157,0.709,MUC-ZRH
2026-07-17,LH1049,BER,MUC,195,16.0,13.0,False,No delay,87,0.84,BER-MUC
2026-07-17,LH1088,MUC,FRA,56,22.0,30.0,False,No delay,210,0.761,MUC-FRA
2026-07-17,LH1106,ZRH,BER,174,0.0,0.0,False,No delay,134,0.887,ZRH-BER
2026-07-17,LH1111,ZRH,AMS,93,38.0,33.0,False,No delay,157,0.753,ZRH-AMS
2026-07-17,LH1172,ZRH,VIE,145,7.0,6.0,False,No delay,70,0.734,ZRH-VIE
2026-07-17,LH1209,FRA,VIE,122,4.0,0.0,False,No delay,181,0.975,FRA-VIE
2026-07-17,LH1277,MUC,HAM,159,22.0,37.0,False,Technical,93,0.788,MUC-HAM
2026-07-17,LH1319,HAM,VIE,118,27.0,33.0,False,Late inbound,83,0.909,HAM-VIE
2026-07-17,LH1369,FRA,AMS,130,0.0,0.0,False,No delay,136,0.99,FRA-AMS
2026-07-17,LH1401,HAM,FRA,152,0.0,0.0,False,No delay,141,0.805,HAM-FRA
2026-07-17,LH1597,ZRH,BER,83,0.0,0.0,False,No delay,76,0.854,ZRH-BER
2026-07-17,LH1601,BER,DUS,59,63.0,66.0,False,No delay,159,0.859,BER-DUS
2026-07-17,LH1644,MUC,DUS,206,30.0,21.0,False,Weather,128,0.789,MUC-DUS
2026-07-17,LH1689,FRA,BER,133,24.0,15.0,False,No delay,175,0.775,FRA-BER
2026-07-17,LH1733,AMS,MUC,74,0.0,0.0,False,No delay,146,0.817,AMS-MUC
2026-07-17,LH1765,HAM,MUC,96,0.0,0.0,False,No delay,147,0.707,HAM-MUC
2026-07-17,LH1805,ZRH,AMS,106,18.0,7.0,False,No delay,160,0.908,ZRH-AMS
2026-07-17,LH1814,VIE,FRA,88,11.0,12.0,False,No delay,101,0.71,VIE-FRA
2026-07-17,LH1835,ZRH,FRA,159,0.0,0.0,False,No delay,192,0.838,ZRH-FRA
2026-07-17,LH1863,DUS,HAM,69,20.0,9.0,False,No delay,165,0.858,DUS-HAM
2026-07-18,LH1015,HAM,FRA,69,43.0,43.0,False,Late inbound,141,0.713,HAM-FRA
2026-07-18,LH1070,BER,FRA,94,15.0,3.0,False,No delay,193,0.827,BER-FRA
2026-07-18,LH1104,MUC,BER,191,30.0,3.0,False,No delay,116,0.868,MUC-BER
2026-07-18,LH1105,AMS,MUC,197,4.0,2.0,False,No delay,85,0.792,AMS-MUC
2026-07-18,LH1134,FRA,MUC,87,3.0,5.0,False,No delay,78,0.727,FRA-MUC
2026-07-18,LH1159,BER,MUC,120,6.0,1.0,False,No delay,185,0.897,BER-MUC
2026-07-18,LH1212,MUC,FRA,77,0.0,0.0,False,No delay,77,0.87,MUC-FRA
2026-07-18,LH1248,VIE,ZRH,151,1.0,0.0,False,No delay,171,0.887,VIE-ZRH
2026-07-18,LH1260,DUS,AMS,148,7.0,15.0,False,No delay,151,0.726,DUS-AMS
2026-07-18,LH1475,AMS,HAM,126,7.0,17.0,False,Late inbound,157,0.817,AMS-HAM
2026-07-18,LH1483,AMS,ZRH,191,31.0,16.0,False,Weather,219,0.738,AMS-ZRH
2026-07-18,LH1558,BER,VIE,179,0.0,0.0,False,No delay,169,0.99,BER-VIE
2026-07-18,LH1612,VIE,AMS,192,13.0,21.0,False,Ground handling,172,0.889,VIE-AMS
2026-07-18,LH1638,VIE,ZRH,109,1.0,0.0,False,No delay,138,0.664,VIE-ZRH
2026-07-18,LH1691,BER,FRA,206,0.0,0.0,False,No delay,114,0.869,BER-FRA
2026-07-18,LH1715,MUC,ZRH,187,9.0,10.0,False,No delay,114,0.819,MUC-ZRH
2026-07-18,LH1724,DUS,FRA,71,15.0,4.0,False,No delay,136,0.956,DUS-FRA
2026-07-18,LH1744,MUC,ZRH,60,0.0,0.0,False,No delay,191,0.838,MUC-ZRH
2026-07-19,LH1091,DUS,MUC,94,14.0,21.0,False,No delay,73,0.841,DUS-MUC
2026-07-19,LH1102,DUS,VIE,144,54.0,48.0,False,No delay,163,0.796,DUS-VIE
2026-07-19,LH1165,HAM,VIE,132,1.0,0.0,False,No delay,217,0.86,HAM-VIE
2026-07-19,LH1226,ZRH,DUS,122,34.0,18.0,False,No delay,70,0.832,ZRH-DUS
2026-07-19,LH1290,HAM,AMS,92,4.0,19.0,False,Technical,130,0.99,HAM-AMS
2026-07-19,LH1335,BER,VIE,57,16.0,24.0,False,Weather,129,0.703,BER-VIE
2026-07-19,LH1427,FRA,AMS,166,0.0,0.0,False,No delay,96,0.875,FRA-AMS
2026-07-19,LH1471,BER,AMS,179,3.0,0.0,False,No delay,123,0.757,BER-AMS
2026-07-19,LH1513,ZRH,FRA,145,56.0,72.0,False,Late inbound,208,0.977,ZRH-FRA
2026-07-19,LH1550,BER,DUS,60,4.0,1.0,False,No delay,114,0.721,BER-DUS
2026-07-19,LH1590,BER,HAM,149,34.0,30.0,False,No delay,202,0.96,BER-HAM
2026-07-19,LH1595,HAM,VIE,72,13.0,0.0,False,No delay,128,0.827,HAM-VIE
2026-07-19,LH1653,DUS,HAM,86,44.0,35.0,False,Ground handling,116,0.902,DUS-HAM
2026-07-19,LH1685,BER,AMS,77,18.0,41.0,False,ATC,173,0.99,BER-AMS
2026-07-19,LH1836,DUS,BER,142,45.0,37.0,False,Technical,91,0.912,DUS-BER
2026-07-19,LH1851,AMS,BER,194,24.0,38.0,False,ATC,123,0.801,AMS-BER
2026-07-19,LH1859,DUS,MUC,190,14.0,15.0,False,No delay,152,0.819,DUS-MUC
2026-07-19,LH1884,VIE,DUS,87,25.0,22.0,False,Late inbound,150,0.83,VIE-DUS
2026-07-20,LH1027,BER,AMS,118,0.0,0.0,False,No delay,123,0.819,BER-AMS
2026-07-20,LH1037,MUC,BER,178,6.0,0.0,False,No delay,182,0.921,MUC-BER
2026-07-20,LH1083,VIE,ZRH,144,0.0,1.0,False,No delay,133,0.862,VIE-ZRH
2026-07-20,LH1089,ZRH,HAM,156,22.0,20.0,False,Weather,82,0.894,ZRH-HAM
2026-07-20,LH1100,ZRH,DUS,105,5.0,6.0,False,No delay,145,0.652,ZRH-DUS
2026-07-20,LH1148,VIE,FRA,209,0.0,0.0,False,No delay,209,0.743,VIE-FRA
2026-07-20,LH1301,HAM,VIE,209,40.0,26.0,False,No delay,144,0.818,HAM-VIE
2026-07-20,LH1333,VIE,HAM,200,0.0,0.0,False,No delay,179,0.852,VIE-HAM
2026-07-20,LH1387,MUC,BER,69,52.0,55.0,False,Late inbound,201,0.945,MUC-BER
2026-07-20,LH1432,HAM,AMS,128,35.0,30.0,False,Late inbound,86,0.824,HAM-AMS
2026-07-20,LH1481,BER,AMS,84,,,True,ATC,126,0.854,BER-AMS
2026-07-20,LH1523,VIE,MUC,67,13.0,13.0,False,No delay,109,0.882,VIE-MUC
2026-07-20,LH1544,MUC,DUS,75,40.0,36.0,False,Late inbound,76,0.747,MUC-DUS
2026-07-20,LH1552,FRA,VIE,97,11.0,2.0,False,No delay,80,0.618,FRA-VIE
2026-07-20,LH1604,DUS,HAM,196,20.0,26.0,False,No delay,219,0.722,DUS-HAM
2026-07-20,LH1740,VIE,BER,200,44.0,28.0,False,No delay,93,0.854,VIE-BER
2026-07-20,LH1793,HAM,FRA,145,0.0,0.0,False,No delay,91,0.921,HAM-FRA
2026-07-20,LH1848,ZRH,AMS,132,15.0,16.0,False,No delay,118,0.798,ZRH-AMS
2026-07-20,LH1866,DUS,MUC,200,0.0,0.0,False,No delay,86,0.841,DUS-MUC
2026-07-21,LH1018,BER,MUC,89,32.0,21.0,False,Ground handling,122,0.88,BER-MUC
2026-07-21,LH1092,MUC,AMS,128,0.0,0.0,False,No delay,208,0.953,MUC-AMS
2026-07-21,LH1296,VIE,AMS,116,35.0,31.0,False,Technical,75,0.95,VIE-AMS
2026-07-21,LH1360,BER,ZRH,64,37.0,32.0,False,No delay,193,0.866,BER-ZRH
2026-07-21,LH1458,FRA,VIE,157,14.0,15.0,False,No delay,109,0.837,FRA-VIE
2026-07-21,LH1476,AMS,MUC,128,53.0,53.0,False,Ground handling,114,0.946,AMS-MUC
2026-07-21,LH1512,BER,DUS,137,4.0,0.0,False,No delay,91,0.851,BER-DUS
2026-07-21,LH1581,FRA,HAM,102,23.0,27.0,False,Ground handling,132,0.824,FRA-HAM
2026-07-21,LH1588,FRA,AMS,70,8.0,3.0,False,No delay,205,0.728,FRA-AMS
2026-07-21,LH1589,DUS,ZRH,111,35.0,27.0,False,Ground handling,142,0.78,DUS-ZRH
2026-07-21,LH1610,BER,DUS,178,,,True,ATC,167,0.836,BER-DUS
2026-07-21,LH1649,FRA,MUC,183,43.0,38.0,False,Technical,87,0.99,FRA-MUC
2026-07-21,LH1722,AMS,MUC,107,0.0,0.0,False,No delay,123,0.784,AMS-MUC
2026-07-21,LH1774,VIE,ZRH,207,13.0,22.0,False,No delay,96,0.884,VIE-ZRH
2026-07-21,LH1815,AMS,VIE,89,0.0,0.0,False,No delay,84,0.953,AMS-VIE
2026-07-21,LH1855,BER,DUS,205,8.0,15.0,False,No delay,116,0.772,BER-DUS
2026-07-21,LH1864,DUS,MUC,179,10.0,2.0,False,No delay,146,0.914,DUS-MUC
2026-07-21,LH1867,HAM,AMS,168,17.0,17.0,False,Technical,139,0.751,HAM-AMS
2026-07-22,LH1005,VIE,FRA,96,7.0,0.0,False,No delay,104,0.875,VIE-FRA
2026-07-22,LH1036,MUC,AMS,189,2.0,9.0,False,No delay,132,0.848,MUC-AMS
2026-07-22,LH1124,ZRH,BER,171,0.0,0.0,False,No delay,96,0.808,ZRH-BER
2026-07-22,LH1145,MUC,FRA,70,5.0,9.0,False,No delay,154,0.768,MUC-FRA
2026-07-22,LH1150,DUS,AMS,101,0.0,0.0,False,No delay,119,0.87,DUS-AMS
2026-07-22,LH1231,VIE,MUC,173,0.0,0.0,False,No delay,88,0.893,VIE-MUC
2026-07-22,LH1426,VIE,AMS,94,33.0,24.0,False,Ground handling,217,0.818,VIE-AMS
2026-07-22,LH1559,DUS,MUC,139,16.0,20.0,False,Technical,184,0.658,DUS-MUC
2026-07-22,LH1609,VIE,FRA,111,0.0,0.0,False,No delay,80,0.858,VIE-FRA
2026-07-22,LH1642,FRA,VIE,127,4.0,11.0,False,No delay,154,0.871,FRA-VIE
2026-07-22,LH1667,DUS,VIE,68,,,True,Technical,180,0.821,DUS-VIE
2026-07-22,LH1779,DUS,MUC,133,9.0,4.0,False,No delay,90,0.946,DUS-MUC
2026-07-22,LH1828,HAM,DUS,109,32.0,33.0,False,Ground handling,124,0.785,HAM-DUS
2026-07-22,LH1834,ZRH,FRA,155,34.0,41.0,False,Ground handling,202,0.816,ZRH-FRA
2026-07-22,LH1881,BER,FRA,206,15.0,0.0,False,No delay,138,0.883,BER-FRA
2026-07-23,LH1395,DUS,ZRH,81,0.0,2.0,False,No delay,203,0.883,DUS-ZRH
2026-07-23,LH1491,DUS,BER,129,13.0,17.0,False,ATC,90,0.836,DUS-BER
2026-07-23,LH1503,BER,AMS,64,0.0,0.0,False,No delay,189,0.842,BER-AMS
2026-07-23,LH1516,VIE,FRA,79,,,True,Weather,208,0.771,VIE-FRA
2026-07-23,LH1557,HAM,MUC,158,25.0,26.0,False,Late inbound,89,0.924,HAM-MUC
2026-07-23,LH1780,AMS,HAM,208,0.0,0.0,False,No delay,79,0.692,AMS-HAM
2026-07-23,LH1811,HAM,AMS,82,24.0,37.0,False,Ground handling,78,0.852,HAM-AMS
2026-07-24,LH1034,HAM,MUC,202,55.0,41.0,False,Technical,187,0.79,HAM-MUC
2026-07-24,LH1047,MUC,DUS,56,15.0,8.0,False,No delay,137,0.866,MUC-DUS
2026-07-24,LH1094,DUS,MUC,112,14.0,6.0,False,No delay,160,0.904,DUS-MUC
2026-07-24,LH1303,ZRH,MUC,113,0.0,17.0,False,ATC,121,0.893,ZRH-MUC
2026-07-24,LH1357,DUS,VIE,157,39.0,43.0,False,Late inbound,152,0.781,DUS-VIE
2026-07-24,LH1361,AMS,MUC,152,15.0,0.0,False,No delay,83,0.929,AMS-MUC
2026-07-24,LH1363,ZRH,AMS,155,8.0,20.0,False,ATC,168,0.77,ZRH-AMS
2026-07-24,LH1374,ZRH,MUC,178,5.0,11.0,False,No delay,160,0.851,ZRH-MUC
2026-07-24,LH1388,FRA,HAM,70,0.0,0.0,False,No delay,202,0.792,FRA-HAM
2026-07-24,LH1564,ZRH,HAM,178,42.0,42.0,False,Late inbound,182,0.85,ZRH-HAM
2026-07-24,LH1578,MUC,AMS,147,8.0,0.0,False,No delay,124,0.962,MUC-AMS
2026-07-24,LH1739,BER,HAM,207,,,True,Weather,184,0.829,BER-HAM
2026-07-24,LH1827,DUS,FRA,102,27.0,17.0,False,Late inbound,210,0.912,DUS-FRA
2026-07-25,LH1066,DUS,FRA,205,14.0,18.0,False,Late inbound,73,0.942,DUS-FRA
2026-07-25,LH1178,HAM,FRA,193,12.0,7.0,False,No delay,138,0.856,HAM-FRA
2026-07-25,LH1201,HAM,FRA,68,0.0,0.0,False,No delay,166,0.915,HAM-FRA
2026-07-25,LH1219,HAM,ZRH,128,0.0,1.0,False,No delay,215,0.914,HAM-ZRH
2026-07-25,LH1323,VIE,DUS,80,28.0,36.0,False,Ground handling,72,0.719,VIE-DUS
2026-07-25,LH1344,AMS,BER,121,0.0,0.0,False,No delay,113,0.691,AMS-BER
2026-07-25,LH1528,BER,FRA,185,36.0,40.0,False,Late inbound,94,0.816,BER-FRA
2026-07-25,LH1591,HAM,MUC,68,15.0,20.0,False,Weather,134,0.823,HAM-MUC
2026-07-25,LH1641,MUC,FRA,193,2.0,3.0,False,No delay,101,0.955,MUC-FRA
2026-07-25,LH1839,MUC,ZRH,113,2.0,8.0,False,No delay,164,0.841,MUC-ZRH
2026-07-25,LH1842,HAM,MUC,122,10.0,21.0,False,Late inbound,116,0.985,HAM-MUC
2026-07-26,LH1023,MUC,AMS,163,17.0,3.0,False,No delay,132,0.949,MUC-AMS
2026-07-26,LH1060,MUC,VIE,127,30.0,13.0,False,No delay,199,0.77,MUC-VIE
2026-07-26,LH1152,DUS,FRA,59,30.0,38.0,False,Technical,195,0.744,DUS-FRA
2026-07-26,LH1263,DUS,VIE,92,23.0,24.0,False,Late inbound,174,0.796,DUS-VIE
2026-07-26,LH1420,FRA,AMS,191,28.0,27.0,False,ATC,179,0.877,FRA-AMS
2026-07-26,LH1437,BER,MUC,56,0.0,11.0,False,No delay,198,0.809,BER-MUC
2026-07-26,LH1451,HAM,DUS,209,0.0,0.0,False,No delay,218,0.839,HAM-DUS
2026-07-26,LH1469,VIE,AMS,59,0.0,9.0,False,No delay,94,0.936,VIE-AMS
2026-07-26,LH1490,BER,HAM,108,0.0,6.0,False,No delay,121,0.811,BER-HAM
2026-07-26,LH1498,FRA,MUC,91,,,True,ATC,131,0.821,FRA-MUC
2026-07-26,LH1526,VIE,BER,152,1.0,23.0,False,No delay,107,0.851,VIE-BER
2026-07-26,LH1529,ZRH,MUC,151,9.0,6.0,False,No delay,130,0.821,ZRH-MUC
2026-07-26,LH1576,HAM,ZRH,106,31.0,23.0,False,No delay,132,0.833,HAM-ZRH
